Place_id,Title,Category,Distance,Rating,Price,Timing,Closed
TD-670,The Grammar Room,Food,13,4.177961467,969,9:30–17:628,Nil
TD-671,Chaina Ram Sindhi Confectioners,Food,12,4.097281829,1051,9:30–17:629,Nil
TD-672,Sevilla - The Claridges,Food,22,4.763047899,1671,9:30–17:630,Nil
TD-673,Bo Tai,Food,16,4.566131887,1683,9:30–17:631,Nil
TD-674,Cafe Wink,Food,9,4.508194641,1211,9:30–17:632,Nil
TD-675,Dum-Pukht - ITC Maurya,Food,12,4.660727147,1422,9:30–17:633,Nil
TD-676,Burma Burma,Food,0,4.168591884,551,9:30–17:634,Nil
TD-677,The Big Chill,Food,5,4.616209532,1506,9:30–17:635,Nil
TD-678,Carnatic Cafe,Food,8,4.258614491,1291,9:30–17:636,Nil
TD-679,"Cocktails & Dreams, Speakeasy",Food,13,4.653487832,659,9:30–17:637,Nil
TD-680,Natural Ice Cream,Food,7,4.103047536,1014,9:30–17:638,Nil
TD-681,Kuremal Mohan Lal Kulfi Wale,Food,17,4.921754265,1670,9:30–17:639,Nil
TD-682,Juggernaut,Food,13,4.368671634,1523,9:30–17:640,Nil
TD-683,Comorin,Food,17,4.48897711,1585,9:30–17:641,Nil
TD-684,Viet:Nom,Food,10,4.279555701,1364,9:30–17:642,Nil
TD-685,Cafeteria & Co.,Food,14,4.994052518,1668,9:30–17:643,Nil
TD-686,Sana-Di-Ge,Food,16,4.808957653,647,9:30–17:644,Nil
TD-687,Pa Pa Ya,Food,16,4.037678401,1526,9:30–17:645,Nil
TD-688,Yum Yum Cha,Food,24,4.392673998,1373,9:30–17:646,Nil
TD-689,Coast Cafe,Food,10,4.210491705,632,9:30–17:647,Nil
TD-690,PizzaExpress,Food,18,4.269253624,1143,9:30–17:648,Nil
TD-691,The Big Chill Cakery,Food,1,4.232958776,1064,9:30–17:649,Nil
TD-692,Music & Mountains - Hillside Cafe,Food,23,4.553877651,1103,9:30–17:650,Nil
TD-693,Gulati,Food,6,4.352154593,1100,9:30–17:651,Nil
TD-694,Olive Bar & Kitchen,Food,1,4.948227693,1437,9:30–17:652,Nil
TD-695,The Grammar Room,Food,20,4.31199861,891,9:30–17:653,Nil
TD-696,Chaina Ram Sindhi Confectioners,Food,25,4.158267987,1390,9:30–17:654,Nil
TD-697,Sevilla - The Claridges,Food,24,4.105912645,1667,9:30–17:655,Nil
TD-698,Bo Tai,Food,1,4.884341407,1374,9:30–17:656,Nil
TD-699,Cafe Wink,Food,11,4.137892996,1317,9:30–17:657,Nil
TD-700,Dum-Pukht - ITC Maurya,Food,0,4.596790813,1161,9:30–17:658,Nil
TD-701,Burma Burma,Food,0,4.54941331,567,9:30–17:659,Nil
TD-702,The Big Chill,Food,17,4.473399387,917,9:30–17:660,Nil
TD-703,Carnatic Cafe,Food,7,4.108714128,1627,9:30–17:661,Nil
TD-704,"Cocktails & Dreams, Speakeasy",Food,16,4.875106373,1265,9:30–17:662,Nil
TD-705,Natural Ice Cream,Food,20,4.52022277,1022,9:30–17:663,Nil
TD-706,Kuremal Mohan Lal Kulfi Wale,Food,23,4.178343638,879,9:30–17:664,Nil
TD-707,Juggernaut,Food,2,4.783611773,1319,9:30–17:665,Nil
TD-708,Comorin,Food,13,4.940731326,1302,9:30–17:666,Nil
TD-709,Viet:Nom,Food,16,4.706069784,1619,9:30–17:667,Nil
TD-710,Cafeteria & Co.,Food,0,4.465538575,773,9:30–17:668,Nil
TD-711,Sana-Di-Ge,Food,15,4.919044533,1415,9:30–17:669,Nil
TD-712,Pa Pa Ya,Food,6,4.600296452,1502,9:30–17:670,Nil
TD-713,Yum Yum Cha,Food,0,4.769371889,648,9:30–17:671,Nil
TD-714,Coast Cafe,Food,10,4.76880814,1126,9:30–17:672,Nil
TD-715,PizzaExpress,Food,7,4.76546876,952,9:30–17:673,Nil
TD-716,The Big Chill Cakery,Food,19,4.47157807,1346,9:30–17:674,Nil
TD-717,Music & Mountains - Hillside Cafe,Food,9,4.178866352,1152,9:30–17:675,Nil
TD-718,Gulati,Food,24,4.326713264,1304,9:30–17:676,Nil
TD-719,Olive Bar & Kitchen,Food,23,4.742694787,1661,9:30–17:677,Nil
TD-720,The Grammar Room,Food,8,4.444849453,579,9:30–17:678,Nil
TD-721,Chaina Ram Sindhi Confectioners,Food,12,4.382412899,942,9:30–17:679,Nil
TD-722,Sevilla - The Claridges,Food,20,4.742690444,1700,9:30–17:680,Nil
TD-723,Bo Tai,Food,20,4.836628644,1282,9:30–17:681,Nil
TD-724,Cafe Wink,Food,5,4.889644978,1099,9:30–17:682,Nil
TD-725,Dum-Pukht - ITC Maurya,Food,17,4.888219153,1360,9:30–17:683,Nil
TD-726,Burma Burma,Food,3,4.976139869,517,9:30–17:684,Nil
TD-727,The Big Chill,Food,15,4.159873603,1627,9:30–17:685,Nil
TD-728,Carnatic Cafe,Food,5,4.997765825,769,9:30–17:686,Nil
TD-729,"Cocktails & Dreams, Speakeasy",Food,21,4.368516313,605,9:30–17:687,Nil
TD-730,Natural Ice Cream,Food,13,4.809921029,1602,9:30–17:688,Nil
TD-731,Kuremal Mohan Lal Kulfi Wale,Food,11,4.779056036,976,9:30–17:689,Nil
TD-732,Juggernaut,Food,21,4.312702903,925,9:30–17:690,Nil
TD-733,Comorin,Food,17,4.859197821,1490,9:30–17:691,Nil
TD-734,Viet:Nom,Food,4,4.211158638,1251,9:30–17:692,Nil
TD-735,Cafeteria & Co.,Food,16,4.195239712,1154,9:30–17:693,Nil
TD-736,Sana-Di-Ge,Food,0,4.040617437,521,9:30–17:694,Nil
TD-737,Pa Pa Ya,Food,7,4.297067755,520,9:30–17:695,Nil
TD-738,Yum Yum Cha,Food,5,4.174529399,1556,9:30–17:696,Nil
TD-739,Coast Cafe,Food,4,4.526838973,1587,9:30–17:697,Nil
TD-740,PizzaExpress,Food,19,4.135079168,559,9:30–17:698,Nil
TD-741,The Big Chill Cakery,Food,8,4.613351369,1253,9:30–17:699,Nil
TD-742,Music & Mountains - Hillside Cafe,Food,21,4.487243387,999,9:30–17:700,Nil
TD-743,Gulati,Food,9,4.120633301,709,9:30–17:701,Nil
TD-744,Olive Bar & Kitchen,Food,24,4.854609855,1620,9:30–17:702,Nil
TD-745,The Grammar Room,Food,3,4.401060986,543,9:30–17:703,Nil
TD-746,Chaina Ram Sindhi Confectioners,Food,18,4.137145745,963,9:30–17:704,Nil
TD-747,Sevilla - The Claridges,Food,12,4.479187423,1258,9:30–17:705,Nil
TD-748,Bo Tai,Food,11,4.458720359,1272,9:30–17:706,Nil
TD-749,Cafe Wink,Food,21,4.515386448,768,9:30–17:707,Nil
TD-750,Dum-Pukht - ITC Maurya,Food,15,4.338664909,921,9:30–17:708,Nil
TD-751,Burma Burma,Food,2,4.490562074,1472,9:30–17:709,Nil
TD-752,The Big Chill,Food,17,4.761884356,679,9:30–17:710,Nil
TD-753,Carnatic Cafe,Food,4,4.113868932,1466,9:30–17:711,Nil
TD-754,"Cocktails & Dreams, Speakeasy",Food,19,4.403663665,1258,9:30–17:712,Nil
TD-755,Natural Ice Cream,Food,3,4.721637428,995,9:30–17:713,Nil
TD-756,Kuremal Mohan Lal Kulfi Wale,Food,7,4.390107857,688,9:30–17:714,Nil
TD-757,Juggernaut,Food,15,4.839010574,1347,9:30–17:715,Nil
TD-758,Comorin,Food,22,4.782887364,1285,9:30–17:716,Nil
TD-759,Viet:Nom,Food,12,4.683144917,1485,9:30–17:717,Nil
TD-760,Cafeteria & Co.,Food,7,4.558488916,1525,9:30–17:718,Nil
TD-761,Sana-Di-Ge,Food,11,4.754759443,1351,9:30–17:719,Nil
TD-762,Pa Pa Ya,Food,3,4.249980256,1118,9:30–17:720,Nil
TD-763,Yum Yum Cha,Food,15,4.338803809,844,9:30–17:721,Nil
TD-764,Coast Cafe,Food,10,4.020137194,1121,9:30–17:722,Nil
TD-765,PizzaExpress,Food,17,4.935384725,580,9:30–17:723,Nil
TD-766,The Big Chill Cakery,Food,1,4.663766537,1185,9:30–17:724,Nil
TD-767,Music & Mountains - Hillside Cafe,Food,15,4.084232123,631,9:30–17:725,Nil
TD-768,Gulati,Food,21,4.170885955,1504,9:30–17:726,Nil
TD-769,Olive Bar & Kitchen,Food,14,4.066570678,1568,9:30–17:727,Nil
TD-770,The Grammar Room,Food,25,4.633247739,750,9:30–17:728,Nil
TD-771,Chaina Ram Sindhi Confectioners,Food,16,4.438839079,1531,9:30–17:729,Nil
TD-772,Sevilla - The Claridges,Food,17,4.419757296,1294,9:30–17:730,Nil
TD-773,Bo Tai,Food,0,4.923099734,549,9:30–17:731,Nil
TD-774,Cafe Wink,Food,8,4.49256168,763,9:30–17:732,Nil
TD-775,Dum-Pukht - ITC Maurya,Food,2,4.875535683,1586,9:30–17:733,Nil
TD-776,Burma Burma,Food,9,4.196997707,1334,9:30–17:734,Nil
TD-777,The Big Chill,Food,7,4.17634821,946,9:30–17:735,Nil
TD-778,Carnatic Cafe,Food,4,4.19473789,1289,9:30–17:736,Nil
TD-779,"Cocktails & Dreams, Speakeasy",Food,20,4.784294178,1115,9:30–17:737,Nil
TD-780,Natural Ice Cream,Food,3,4.846752113,1573,9:30–17:738,Nil
TD-781,Kuremal Mohan Lal Kulfi Wale,Food,11,4.913148381,1627,9:30–17:739,Nil
TD-782,Juggernaut,Food,2,4.98441536,753,9:30–17:740,Nil
TD-783,Comorin,Food,21,4.320090485,664,9:30–17:741,Nil
TD-784,Viet:Nom,Food,17,4.434685717,652,9:30–17:742,Nil
TD-785,Cafeteria & Co.,Food,7,4.25158599,1456,9:30–17:743,Nil
TD-786,Sana-Di-Ge,Food,7,4.766765395,720,9:30–17:744,Nil
TD-787,Pa Pa Ya,Food,9,4.912498825,1435,9:30–17:745,Nil
TD-788,Yum Yum Cha,Food,22,4.834474446,1462,9:30–17:746,Nil
TD-789,Coast Cafe,Food,7,4.0269404,622,9:30–17:747,Nil
TD-790,PizzaExpress,Food,6,4.826014549,1388,9:30–17:748,Nil
TD-791,The Big Chill Cakery,Food,12,4.072586249,648,9:30–17:749,Nil
TD-792,Music & Mountains - Hillside Cafe,Food,19,4.611783929,1085,9:30–17:750,Nil
TD-793,Gulati,Food,6,4.254131099,1286,9:30–17:751,Nil
TD-794,Olive Bar & Kitchen,Food,15,4.04013739,941,9:30–17:752,Nil
TD-795,The Grammar Room,Food,15,4.183134272,900,9:30–17:753,Nil
TD-796,Chaina Ram Sindhi Confectioners,Food,16,4.630948377,796,9:30–17:754,Nil
TD-797,Sevilla - The Claridges,Food,6,4.183212909,1350,9:30–17:755,Nil
TD-798,Bo Tai,Food,4,4.630179767,1004,9:30–17:756,Nil
TD-799,Cafe Wink,Food,8,4.659420405,875,9:30–17:757,Nil
TD-800,Dum-Pukht - ITC Maurya,Food,6,4.508222829,839,9:30–17:758,Nil
TD-801,Burma Burma,Food,1,4.425080134,1287,9:30–17:759,Nil
TD-802,The Big Chill,Food,15,4.943016403,792,9:30–17:760,Nil
TD-803,Carnatic Cafe,Food,12,4.542435032,1297,9:30–17:761,Nil
TD-804,"Cocktails & Dreams, Speakeasy",Food,1,4.758720758,884,9:30–17:762,Nil
TD-805,Natural Ice Cream,Food,2,4.549888968,738,9:30–17:763,Nil
TD-806,Kuremal Mohan Lal Kulfi Wale,Food,4,4.327284345,760,9:30–17:764,Nil
TD-807,Juggernaut,Food,25,4.495755635,1382,9:30–17:765,Nil
TD-808,Comorin,Food,22,4.269209128,1450,9:30–17:766,Nil
TD-809,Viet:Nom,Food,11,4.992547845,955,9:30–17:767,Nil
TD-810,Cafeteria & Co.,Food,8,4.084314547,1672,9:30–17:768,Nil
TD-811,Sana-Di-Ge,Food,17,4.388801671,1676,9:30–17:769,Nil
TD-812,Pa Pa Ya,Food,4,4.141652491,1390,9:30–17:770,Nil
TD-813,Yum Yum Cha,Food,18,4.869827381,968,9:30–17:771,Nil
TD-814,Coast Cafe,Food,21,4.882047648,898,9:30–17:772,Nil
TD-815,PizzaExpress,Food,0,4.65300424,1405,9:30–17:773,Nil
TD-816,The Big Chill Cakery,Food,0,4.150662211,848,9:30–17:774,Nil
TD-817,Music & Mountains - Hillside Cafe,Food,12,4.944635159,1123,9:30–17:775,Nil
TD-818,Gulati,Food,17,4.443650206,999,9:30–17:776,Nil
TD-819,Olive Bar & Kitchen,Food,25,4.13124057,1158,9:30–17:777,Nil
TD-820,The Grammar Room,Food,17,4.132336929,1456,9:30–17:778,Nil
TD-821,Chaina Ram Sindhi Confectioners,Food,25,4.226938893,984,9:30–17:779,Nil
TD-822,Sevilla - The Claridges,Food,6,4.909171317,882,9:30–17:780,Nil
TD-823,Bo Tai,Food,16,4.613266299,564,9:30–17:781,Nil
TD-824,Cafe Wink,Food,4,4.153907527,700,9:30–17:782,Nil
TD-825,Dum-Pukht - ITC Maurya,Food,19,4.992776075,1270,9:30–17:783,Nil
TD-826,Burma Burma,Food,16,4.208883552,846,9:30–17:784,Nil
TD-827,The Big Chill,Food,25,4.878793404,1156,9:30–17:785,Nil
TD-828,Carnatic Cafe,Food,18,4.277081403,1375,9:30–17:786,Nil
TD-829,"Cocktails & Dreams, Speakeasy",Food,16,4.913002653,1001,9:30–17:787,Nil
TD-830,Natural Ice Cream,Food,3,4.588424075,642,9:30–17:788,Nil
TD-831,Kuremal Mohan Lal Kulfi Wale,Food,6,4.103943627,805,9:30–17:789,Nil
TD-832,Juggernaut,Food,0,4.735909779,643,9:30–17:790,Nil
TD-833,Comorin,Food,6,4.029214042,747,9:30–17:791,Nil
TD-834,Viet:Nom,Food,23,4.804970171,1194,9:30–17:792,Nil
TD-835,Cafeteria & Co.,Food,9,4.164713842,602,9:30–17:793,Nil
TD-836,Sana-Di-Ge,Food,13,4.626154618,1515,9:30–17:794,Nil
TD-837,Pa Pa Ya,Food,24,4.832022976,1552,9:30–17:795,Nil
TD-838,Yum Yum Cha,Food,5,4.903918743,1402,9:30–17:796,Nil
TD-839,Coast Cafe,Food,6,4.406501664,996,9:30–17:797,Nil
TD-840,PizzaExpress,Food,11,4.363662656,1487,9:30–17:798,Nil
TD-841,The Big Chill Cakery,Food,15,4.032560959,1552,9:30–17:799,Nil
TD-842,Music & Mountains - Hillside Cafe,Food,24,4.236150019,1180,9:30–17:800,Nil
TD-843,Gulati,Food,0,4.629099373,685,9:30–17:801,Nil
TD-844,Olive Bar & Kitchen,Food,19,4.090454263,1505,9:30–17:802,Nil
TD-845,The Grammar Room,Food,3,4.048265421,1123,9:30–17:803,Nil
TD-846,Chaina Ram Sindhi Confectioners,Food,18,4.250245925,910,9:30–17:804,Nil
TD-847,Sevilla - The Claridges,Food,5,4.768541386,1072,9:30–17:805,Nil
TD-848,Bo Tai,Food,14,4.911440119,1217,9:30–17:806,Nil
TD-849,Cafe Wink,Food,12,4.854355266,1655,9:30–17:807,Nil
TD-850,Dum-Pukht - ITC Maurya,Food,2,4.074537747,870,9:30–17:808,Nil
TD-851,Burma Burma,Food,24,4.705907362,977,9:30–17:809,Nil
TD-852,The Big Chill,Food,21,4.812658745,1253,9:30–17:810,Nil
TD-853,Carnatic Cafe,Food,15,4.674735778,699,9:30–17:811,Nil
TD-854,"Cocktails & Dreams, Speakeasy",Food,18,4.090477482,1292,9:30–17:812,Nil
TD-855,Natural Ice Cream,Food,6,4.845398431,680,9:30–17:813,Nil
TD-856,Kuremal Mohan Lal Kulfi Wale,Food,14,4.054029866,773,9:30–17:814,Nil
TD-857,Juggernaut,Food,8,4.873683794,1636,9:30–17:815,Nil
TD-858,Comorin,Food,5,4.964122252,920,9:30–17:816,Nil
TD-859,Viet:Nom,Food,25,4.761133337,1003,9:30–17:817,Nil
TD-860,Cafeteria & Co.,Food,7,4.32216378,1486,9:30–17:818,Nil
TD-861,Sana-Di-Ge,Food,20,4.982084686,1388,9:30–17:819,Nil
TD-862,Pa Pa Ya,Food,10,4.575944804,1265,9:30–17:820,Nil
TD-863,Yum Yum Cha,Food,6,4.415879722,1021,9:30–17:821,Nil
TD-864,Coast Cafe,Food,1,4.766713022,940,9:30–17:822,Nil
TD-865,PizzaExpress,Food,24,4.942945481,1336,9:30–17:823,Nil
TD-866,The Big Chill Cakery,Food,25,4.835926234,1013,9:30–17:824,Nil
TD-867,Music & Mountains - Hillside Cafe,Food,4,4.261527477,1689,9:30–17:825,Nil
TD-868,Gulati,Food,14,4.662582573,683,9:30–17:826,Nil
TD-869,Olive Bar & Kitchen,Food,4,4.378385421,1683,9:30–17:827,Nil
TD-870,The Grammar Room,Food,21,4.727681855,1572,9:30–17:828,Nil
TD-871,Chaina Ram Sindhi Confectioners,Food,9,4.656292602,1021,9:30–17:829,Nil
TD-872,Sevilla - The Claridges,Food,24,4.65966707,815,9:30–17:830,Nil
TD-873,Bo Tai,Food,1,4.821897377,1647,9:30–17:831,Nil
TD-874,Cafe Wink,Food,0,4.944319267,1501,9:30–17:832,Nil
TD-875,Dum-Pukht - ITC Maurya,Food,5,4.863579046,1024,9:30–17:833,Nil
TD-876,Burma Burma,Food,2,4.03372674,835,9:30–17:834,Nil
TD-877,The Big Chill,Food,14,4.736961185,711,9:30–17:835,Nil
TD-878,Carnatic Cafe,Food,16,4.020241581,966,9:30–17:836,Nil
TD-879,"Cocktails & Dreams, Speakeasy",Food,2,4.113082676,747,9:30–17:837,Nil
TD-880,Natural Ice Cream,Food,3,4.020904375,752,9:30–17:838,Nil
TD-881,Kuremal Mohan Lal Kulfi Wale,Food,22,4.601330497,750,9:30–17:839,Nil
TD-882,Juggernaut,Food,20,4.483521645,1050,9:30–17:840,Nil
TD-883,Comorin,Food,13,4.218390181,1299,9:30–17:841,Nil
TD-884,Viet:Nom,Food,18,4.966581077,1197,9:30–17:842,Nil
TD-885,Cafeteria & Co.,Food,20,4.779957986,817,9:30–17:843,Nil
TD-886,Sana-Di-Ge,Food,12,4.500884597,938,9:30–17:844,Nil
TD-887,Pa Pa Ya,Food,0,4.793435197,1073,9:30–17:845,Nil
TD-888,Yum Yum Cha,Food,3,4.453031506,1061,9:30–17:846,Nil
TD-889,Coast Cafe,Food,3,4.665596749,1222,9:30–17:847,Nil
TD-890,PizzaExpress,Food,2,4.646316591,872,9:30–17:848,Nil
TD-891,The Big Chill Cakery,Food,6,4.099604169,1206,9:30–17:849,Nil
TD-892,Music & Mountains - Hillside Cafe,Food,1,4.336787752,734,9:30–17:850,Nil
TD-893,Gulati,Food,3,4.0819316,1613,9:30–17:851,Nil
TD-894,Olive Bar & Kitchen,Food,25,4.846612541,1211,9:30–17:852,Nil
TD-895,The Grammar Room,Food,18,4.5946581,1529,9:30–17:853,Nil
TD-896,Chaina Ram Sindhi Confectioners,Food,1,4.474410516,712,9:30–17:854,Nil
TD-897,Sevilla - The Claridges,Food,0,4.904956936,1014,9:30–17:855,Nil
TD-898,Bo Tai,Food,3,4.992725918,1147,9:30–17:856,Nil
TD-899,Cafe Wink,Food,25,4.651464517,751,9:30–17:857,Nil
TD-900,Dum-Pukht - ITC Maurya,Food,22,4.248056339,1436,9:30–17:858,Nil
TD-901,Burma Burma,Food,16,4.304542884,838,9:30–17:859,Nil
TD-902,The Big Chill,Food,17,4.765505667,654,9:30–17:860,Nil
TD-903,Carnatic Cafe,Food,25,4.951394679,513,9:30–17:861,Nil
TD-904,"Cocktails & Dreams, Speakeasy",Food,15,4.924215567,806,9:30–17:862,Nil
TD-905,Natural Ice Cream,Food,11,4.245205799,865,9:30–17:863,Nil
TD-906,Kuremal Mohan Lal Kulfi Wale,Food,25,4.326695513,729,9:30–17:864,Nil
TD-907,Juggernaut,Food,2,4.437944443,1096,9:30–17:865,Nil
TD-908,Comorin,Food,17,4.592320404,953,9:30–17:866,Nil
TD-909,Viet:Nom,Food,5,4.184066586,652,9:30–17:867,Nil
TD-910,Cafeteria & Co.,Food,18,4.089970815,1541,9:30–17:868,Nil
TD-911,Sana-Di-Ge,Food,2,4.414248596,1064,9:30–17:869,Nil
TD-912,Pa Pa Ya,Food,25,4.305487955,1195,9:30–17:870,Nil
TD-913,Yum Yum Cha,Food,18,4.635561126,1170,9:30–17:871,Nil
TD-914,Coast Cafe,Food,16,4.094047447,1253,9:30–17:872,Nil
TD-915,PizzaExpress,Food,16,4.247888032,909,9:30–17:873,Nil
TD-916,The Big Chill Cakery,Food,17,4.226339934,1429,9:30–17:874,Nil
TD-917,Music & Mountains - Hillside Cafe,Food,16,4.258162725,682,9:30–17:875,Nil
TD-918,Gulati,Food,21,4.046464083,1370,9:30–17:876,Nil
TD-919,Olive Bar & Kitchen,Food,3,4.347593305,1663,9:30–17:877,Nil
TD-920,The Grammar Room,Food,6,4.862784606,740,9:30–17:878,Nil
TD-921,Chaina Ram Sindhi Confectioners,Food,15,4.884514786,1206,9:30–17:879,Nil
TD-922,Sevilla - The Claridges,Food,12,4.557498919,1526,9:30–17:880,Nil
TD-923,Bo Tai,Food,17,4.643923466,617,9:30–17:881,Nil
TD-924,Cafe Wink,Food,7,4.357750654,1425,9:30–17:882,Nil
TD-925,Dum-Pukht - ITC Maurya,Food,1,4.577916204,1154,9:30–17:883,Nil
TD-926,Burma Burma,Food,8,4.150242027,1144,9:30–17:884,Nil
TD-927,The Big Chill,Food,24,4.520195534,782,9:30–17:885,Nil
TD-928,Carnatic Cafe,Food,19,4.98419208,1187,9:30–17:886,Nil
TD-929,"Cocktails & Dreams, Speakeasy",Food,16,4.253738655,900,9:30–17:887,Nil
TD-930,Natural Ice Cream,Food,0,4.250452006,809,9:30–17:888,Nil
TD-931,Kuremal Mohan Lal Kulfi Wale,Food,0,4.007736369,964,9:30–17:889,Nil
TD-932,Juggernaut,Food,5,4.608168893,1666,9:30–17:890,Nil
TD-933,Comorin,Food,13,4.987469997,1327,9:30–17:891,Nil
TD-934,Viet:Nom,Food,10,4.397926916,799,9:30–17:892,Nil
TD-935,Cafeteria & Co.,Food,15,4.464881142,1298,9:30–17:893,Nil
TD-936,Sana-Di-Ge,Food,5,4.931061238,1622,9:30–17:894,Nil
TD-937,Pa Pa Ya,Food,8,4.982079148,1369,9:30–17:895,Nil
TD-938,Yum Yum Cha,Food,20,4.183220625,1279,9:30–17:896,Nil
TD-939,Coast Cafe,Food,0,4.823445416,1075,9:30–17:897,Nil
TD-940,PizzaExpress,Food,13,4.724351545,1655,9:30–17:898,Nil
TD-941,The Big Chill Cakery,Food,11,4.373326022,1454,9:30–17:899,Nil
TD-942,Music & Mountains - Hillside Cafe,Food,15,4.46640691,537,9:30–17:900,Nil
TD-943,Gulati,Food,8,4.511447423,999,9:30–17:901,Nil
TD-944,Olive Bar & Kitchen,Food,25,4.051084397,1457,9:30–17:902,Nil
TD-945,The Grammar Room,Food,22,4.379613136,1268,9:30–17:903,Nil
TD-946,Chaina Ram Sindhi Confectioners,Food,5,4.520744842,1098,9:30–17:904,Nil
TD-947,Sevilla - The Claridges,Food,2,4.611656397,1165,9:30–17:905,Nil
TD-948,Bo Tai,Food,21,4.212546096,954,9:30–17:906,Nil
TD-949,Cafe Wink,Food,17,4.825851131,1096,9:30–17:907,Nil
TD-950,Dum-Pukht - ITC Maurya,Food,20,4.966504115,927,9:30–17:908,Nil
TD-951,Burma Burma,Food,25,4.305399102,1015,9:30–17:909,Nil
TD-952,The Big Chill,Food,25,4.052828944,1300,9:30–17:910,Nil
TD-953,Carnatic Cafe,Food,15,4.330405564,748,9:30–17:911,Nil
TD-954,"Cocktails & Dreams, Speakeasy",Food,10,4.803746008,1199,9:30–17:912,Nil
TD-955,Natural Ice Cream,Food,13,4.698703394,1063,9:30–17:913,Nil
TD-956,Kuremal Mohan Lal Kulfi Wale,Food,9,4.462653371,1469,9:30–17:914,Nil
TD-957,Juggernaut,Food,18,4.618486354,1290,9:30–17:915,Nil
TD-958,Comorin,Food,24,4.105185219,1522,9:30–17:916,Nil
TD-959,Viet:Nom,Food,9,4.240159528,760,9:30–17:917,Nil
TD-960,Cafeteria & Co.,Food,7,4.954708889,939,9:30–17:918,Nil
TD-961,Sana-Di-Ge,Food,25,4.347464353,545,9:30–17:919,Nil
TD-962,Pa Pa Ya,Food,25,4.068090937,662,9:30–17:920,Nil
TD-963,Yum Yum Cha,Food,4,4.301525859,1632,9:30–17:921,Nil
TD-964,Coast Cafe,Food,18,4.597822597,622,9:30–17:922,Nil
TD-965,PizzaExpress,Food,19,4.265878638,955,9:30–17:923,Nil
TD-966,The Big Chill Cakery,Food,20,4.246416872,689,9:30–17:924,Nil
TD-967,Music & Mountains - Hillside Cafe,Food,19,4.510092669,1259,9:30–17:925,Nil
TD-968,Gulati,Food,10,4.363082692,709,9:30–17:926,Nil
TD-969,Olive Bar & Kitchen,Food,16,4.671596605,1605,9:30–17:927,Nil
TD-970,The Grammar Room,Food,13,4.676547359,1242,9:30–17:928,Nil
TD-971,Chaina Ram Sindhi Confectioners,Food,22,4.172904995,858,9:30–17:929,Nil
TD-972,Sevilla - The Claridges,Food,11,4.192092706,1201,9:30–17:930,Nil
TD-973,Bo Tai,Food,21,4.36292601,721,9:30–17:931,Nil
TD-974,Cafe Wink,Food,17,4.644495083,1321,9:30–17:932,Nil
TD-975,Dum-Pukht - ITC Maurya,Food,14,4.96450763,624,9:30–17:933,Nil
TD-976,Burma Burma,Food,15,4.875946077,1670,9:30–17:934,Nil
TD-977,The Big Chill,Food,22,4.579996909,581,9:30–17:935,Nil
TD-978,Carnatic Cafe,Food,6,4.852547599,631,9:30–17:936,Nil
TD-979,"Cocktails & Dreams, Speakeasy",Food,6,4.259138164,1120,9:30–17:937,Nil
TD-980,Natural Ice Cream,Food,4,4.382813262,692,9:30–17:938,Nil
TD-981,Kuremal Mohan Lal Kulfi Wale,Food,18,4.136421275,1434,9:30–17:939,Nil
TD-982,Juggernaut,Food,15,4.450998772,506,9:30–17:940,Nil
TD-983,Comorin,Food,11,4.192303616,912,9:30–17:941,Nil
TD-984,Viet:Nom,Food,21,4.404176237,1058,9:30–17:942,Nil
TD-985,Cafeteria & Co.,Food,17,4.260587132,826,9:30–17:943,Nil
TD-986,Sana-Di-Ge,Food,9,4.332136916,1565,9:30–17:944,Nil
TD-987,Pa Pa Ya,Food,11,4.399182154,1217,9:30–17:945,Nil
TD-988,Yum Yum Cha,Food,18,4.96881565,1678,9:30–17:946,Nil
TD-989,Coast Cafe,Food,22,4.202300293,1016,9:30–17:947,Nil
TD-990,PizzaExpress,Food,12,4.014118498,770,9:30–17:948,Nil
TD-991,The Big Chill Cakery,Food,17,4.721432058,716,9:30–17:949,Nil
TD-992,Music & Mountains - Hillside Cafe,Food,13,4.739611399,1222,9:30–17:950,Nil
TD-993,Gulati,Food,12,4.599883633,980,9:30–17:951,Nil
TD-994,Olive Bar & Kitchen,Food,25,4.707648702,819,9:30–17:952,Nil
TD-995,The Grammar Room,Food,18,4.729234964,979,9:30–17:953,Nil
TD-996,Chaina Ram Sindhi Confectioners,Food,11,4.694376914,502,9:30–17:954,Nil
TD-997,Sevilla - The Claridges,Food,1,4.667507829,1544,9:30–17:955,Nil
TD-998,Bo Tai,Food,25,4.489140374,1131,9:30–17:956,Nil
TD-999,Cafe Wink,Food,18,4.705987171,1017,9:30–17:957,Nil
TD-1000,Dum-Pukht - ITC Maurya,Food,22,4.380808041,1421,9:30–17:958,Nil
TD-1001,Burma Burma,Food,16,4.067605216,856,9:30–17:959,Nil
TD-1002,The Big Chill,Food,5,4.113856365,1674,9:30–17:960,Nil
TD-1003,Carnatic Cafe,Food,17,4.075007555,1272,9:30–17:961,Nil
TD-1004,"Cocktails & Dreams, Speakeasy",Food,18,4.21412838,1644,9:30–17:962,Nil
TD-1005,Natural Ice Cream,Food,8,4.919423727,1522,9:30–17:963,Nil
TD-1006,Kuremal Mohan Lal Kulfi Wale,Food,13,4.673883881,1072,9:30–17:964,Nil
